Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2011,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Cash Box KTV,200,144.9683249,-37.8109979,"(-37.8109979, 144.9683249)"
2011,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Carpe Diem Bar & Lounge,50,144.9683249,-37.8109979,"(-37.8109979, 144.9683249)"
2003,33,105933,105933,425-427 Little Collins Street,Melbourne (CBD),The Irish Times,170,144.9605354,-37.8162542,"(-37.8162542, 144.9605354)"
2013,1104,576024,576023,747-757 Bourke Street,Docklands,The Nixon Hotel Pty Ltd ,300,144.9479753,-37.81925128,"(-37.81925128, 144.9479753)"
2013,57,101221,101221,94-96 Bourke Street,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.9702485,-37.81191058,"(-37.81191058, 144.9702485)"
2011,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.9681892,-37.81367486,"(-37.81367486, 144.9681892)"
2007,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),CBD Cafe Bar,190,144.9706454,-37.81121462,"(-37.81121462, 144.9706454)"
2011,267,106251,106251,66-88 Lygon Street,Carlton,Lagers On Lygon,80,144.9665747,-37.80530329,"(-37.80530329, 144.9665747)"
2012,97,105493,105493,52 La Trobe Street,Melbourne (CBD),Karoke Box,100,144.9672465,-37.80828608,"(-37.80828608, 144.9672465)"
2012,105,109317,109317,427-433 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.962901,-37.80846658,"(-37.80846658, 144.962901)"
2011,54,105852,105852,401-405 Little Bourke Street,Melbourne (CBD),The Apartment Restaurant Club Lounge,250,144.9610348,-37.81403196,"(-37.81403196, 144.9610348)"
2003,11,103993,103993,508-514 Flinders Street,Melbourne (CBD),Waterside Hotel,400,144.9571505,-37.820166,"(-37.820166, 144.9571505)"
2003,11,108972,108972,10-22 Spencer Street,Melbourne (CBD),Explorers Inn,50,144.9552421,-37.82050677,"(-37.82050677, 144.9552421)"
2003,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Dr Martin's Tavern,291,144.9705847,-37.81393777,"(-37.81393777, 144.9705847)"
2012,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land. The Melbourne Room,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2003,105,109317,109317,427-433 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.962901,-37.80846658,"(-37.80846658, 144.962901)"
2003,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2003,66,108550,108550,213-217 Russell Street,Melbourne (CBD),Enka Karaoke Bar,80,144.9672365,-37.81156167,"(-37.81156167, 144.9672365)"
2011,67,102199,102199,16-20 Corrs Lane,Melbourne (CBD),Eurotrash Cafeteria & Bar,569,144.9683854,-37.81112914,"(-37.81112914, 144.9683854)"
2011,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Collins Quarter ,373,144.9705847,-37.81393777,"(-37.81393777, 144.9705847)"
2008,105,103301,103301,442-450 Elizabeth Street,Melbourne (CBD),Fluid Oz Bar ,365,144.9608588,-37.8083077,"(-37.8083077, 144.9608588)"
2011,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2011,43,108068,108068,111-129 Queen Street,Melbourne (CBD),CitiClub On Queen Hotel ,940,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2012,33,105937,105937,435-443 Little Collins Street,Melbourne (CBD),Marrakech Bar,200,144.9600859,-37.81638558,"(-37.81638558, 144.9600859)"
2012,33,100727,100727,5-9 Bank Place,Melbourne (CBD),Mitre Tavern,300,144.9603112,-37.81680457,"(-37.81680457, 144.9603112)"
2011,23,102098,102098,415-417 Collins Street,Melbourne (CBD),The Sherlock Holmes Inn,131,144.9608681,-37.81746814,"(-37.81746814, 144.9608681)"
2013,218,106215,106215,298 Lygon Street,Carlton,Carlton Yacht Club Bar,60,144.9673764,-37.79998572,"(-37.79998572, 144.9673764)"
2013,218,106222,106222,270-276 Lygon Street,Carlton,University Hotel,111,144.9672432,-37.8005263,"(-37.8005263, 144.9672432)"
2013,43,108068,108068,111-129 Queen Street,Melbourne (CBD),CitiClub On Queen Hotel ,940,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2013,11,108971,108971,561-585 Flinders Lane,Melbourne (CBD),Holiday Inn On Flinders Melbourne,100,144.9551524,-37.82020482,"(-37.82020482, 144.9551524)"
2013,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Strike Bowling,370,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2013,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Three Degrees,775,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2013,1103,558180,558180,122-148 Harbour Esplanade,Docklands,E J Whitten Bar ,70,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2011,15,103944,103944,277-279 Flinders Lane,Melbourne (CBD),The Night Cat City ,400,144.9652979,-37.81724201,"(-37.81724201, 144.9652979)"
2011,46,101130,101130,193-199 Bourke Street,Melbourne (CBD),The Carlton Hotel,250,144.9676452,-37.81320485,"(-37.81320485, 144.9676452)"
2013,801,110335,110335,1-9 Southbank Boulevard,Southbank,Left Bank Melbourne,400,144.9628914,-37.8210403,"(-37.8210403, 144.9628914)"
2011,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Deck 10,116,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2013,48,101113,101113,59-63 Bourke Street,Melbourne (CBD),Club Asuka,150,144.9715659,-37.81212537,"(-37.81212537, 144.9715659)"
2011,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Locker Room Club Bar,500,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2012,61,105858,105858,590-592 Little Bourke Street,Melbourne (CBD),Sorry Grandma,700,144.9546987,-37.81533836,"(-37.81533836, 144.9546987)"
2012,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,355,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2003,35,102143,102143,258-274 Collins Street,Melbourne (CBD),Australia On Collins Bar,11,144.9648999,-37.81536587,"(-37.81536587, 144.9648999)"
2011,32,102118,102118,480-490 Collins Street,Melbourne (CBD),Paloma,80,144.9579514,-37.8176551,"(-37.8176551, 144.9579514)"
2011,17,103592,103592,11-37 Exhibition Street,Melbourne (CBD),Eleven 37,123,144.9717262,-37.81546152,"(-37.81546152, 144.9717262)"
2013,801,559161,559161,3-7 Riverside Quay,Southbank,Belgian Beer Cafe Melbourne,638,144.9645668,-37.82166549,"(-37.82166549, 144.9645668)"
2013,752,108653,110733,100 St Kilda Road,Southbank,Curve Bar,300,144.9682264,-37.82094188,"(-37.82094188, 144.9682264)"
2013,730,110401,110401,334-342 City Road,Southbank,Eve Bar Lounge,500,144.9573539,-37.82783816,"(-37.82783816, 144.9573539)"
2011,57,101221,101221,94-96 Bourke Street,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.9702485,-37.81191058,"(-37.81191058, 144.9702485)"
2011,11,103984,103984,566-580 Flinders Street,Melbourne (CBD),All Nations Backpackers Bar,98,144.9553465,-37.82072034,"(-37.82072034, 144.9553465)"
2011,33,102124,102124,430-442 Collins Street,Melbourne (CBD),The Brasilian Bean,80,144.9597623,-37.81703239,"(-37.81703239, 144.9597623)"
2013,14,103951,103951,341-347 Flinders Lane,Melbourne (CBD),Bull And Bear Tavern,415,144.9630313,-37.81782313,"(-37.81782313, 144.9630313)"
2012,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.9720472,-37.81193572,"(-37.81193572, 144.9720472)"
2012,48,503031,503031,19-23 Meyers Place,Melbourne (CBD),Loop Project Space & Bar,152,144.9721078,-37.8121518,"(-37.8121518, 144.9721078)"
2013,14,104003,104003,2-8 Queen Street,Melbourne (CBD),Candela Nuevo,300,144.9627098,-37.81858716,"(-37.81858716, 144.9627098)"
2011,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Hotel,550,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2011,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Rockstar Bowling,760,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2011,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hush Bar @ Melbourne Central,200,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2011,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),Charlie's Bar,143,144.960908,-37.81323451,"(-37.81323451, 144.960908)"
2008,802,575820,575820,1-9 Freshwater Place,Southbank,Blvd Bar,562,144.962154,-37.82167834,"(-37.82167834, 144.962154)"
2003,23,102098,102098,415-417 Collins Street,Melbourne (CBD),The Sherlock Holmes Inn,70,144.9608681,-37.81746814,"(-37.81746814, 144.9608681)"
2013,63,105867,105867,428-432 Little Bourke Street,Melbourne (CBD),DANSK Restaurant,100,144.9597229,-37.81392392,"(-37.81392392, 144.9597229)"
2011,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Mai Tai Restaurant,170,144.9676444,-37.81098272,"(-37.81098272, 144.9676444)"
2011,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),The Mill,119,144.960908,-37.81323451,"(-37.81323451, 144.960908)"
2013,270,104468,104468,156-292 Grattan Street,Parkville,University House Club ,611,144.9612468,-37.79739836,"(-37.79739836, 144.9612468)"
2016,214,106186,106186,414-422 Lygon Street,Carlton,Astor Hotel,120,144.9678126,-37.79694555,"(-37.79694555, 144.9678126)"
2016,207,106153,106153,331-335 Lygon Street,Carlton,Wolfs Lair,80,144.9671779,-37.7975082,"(-37.7975082, 144.9671779)"
2008,21,606461,606461,607-623 Collins Street,Melbourne (CBD),Batman's Hill On Collins Hotel,1500,144.95469,-37.81929312,"(-37.81929312, 144.95469)"
2011,57,101216,101216,21-25 Croft Alley,Melbourne (CBD),The Croft Institute,250,144.9690881,-37.81206249,"(-37.81206249, 144.9690881)"
2011,46,101133,101133,209-215 Bourke Street,Melbourne (CBD),K29 Karaoke Lounge Bar,150,144.9672994,-37.81328093,"(-37.81328093, 144.9672994)"
2011,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,350,144.9692645,-37.81207094,"(-37.81207094, 144.9692645)"
2003,114,109493,109493,143-151 Therry Street,Melbourne (CBD),Mercat Cross Hotel,230,144.9583711,-37.80792152,"(-37.80792152, 144.9583711)"
2011,48,101113,101113,59-63 Bourke Street,Melbourne (CBD),Club Asuka,150,144.9715659,-37.81212537,"(-37.81212537, 144.9715659)"
2011,52,592048,592048,188-202 King Street,Melbourne (CBD),La Di Da,458,144.9556244,-37.81551353,"(-37.81551353, 144.9556244)"
2011,41,105948,105948,582-584 Little Collins Street,Melbourne (CBD),Saint & Rogue,300,144.9553525,-37.81740928,"(-37.81740928, 144.9553525)"
2011,424,109706,109706,297-307 Victoria Street,West Melbourne (Residential),Jawa Bar,40,144.9513664,-37.80562951,"(-37.80562951, 144.9513664)"
2011,2530,616125,616125,25-27 Rankins Road,Kensington,Flemington & Kensington RSL Club,90,144.9321953,-37.78932218,"(-37.78932218, 144.9321953)"
2003,760,108642,108642,497-503 St Kilda Road,Melbourne (Remainder),Cafe Dom - The Granite Bar,500,144.9790762,-37.84331737,"(-37.84331737, 144.9790762)"
2013,65,109292,109292,243-249 Swanston Street,Melbourne (CBD),The Lounge,212,144.9647365,-37.81230108,"(-37.81230108, 144.9647365)"
2013,96,606638,105490,124 La Trobe Street,Melbourne (CBD),Pearson and Murph'y Cafe,156,144.9645504,-37.80818365,"(-37.80818365, 144.9645504)"
2013,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar ,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2013,48,101116,101116,79-85 Bourke Street,Melbourne (CBD),Tuscan Bar Melbourne,300,144.9710404,-37.81217956,"(-37.81217956, 144.9710404)"
2013,16,103938,103938,187 Flinders Lane,Melbourne (CBD),The Adelphi Hotel,80,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2011,904,556742,556742,419-443 Royal Parade,Parkville,Vibe Hotel,69,144.958804,-37.78289944,"(-37.78289944, 144.958804)"
2011,658,110266,110266,120 Brunton Avenue,East Melbourne,Spotless Services,2800,144.9832828,-37.81992883,"(-37.81992883, 144.9832828)"
2011,357,107890,107890,399-405 Queensberry Street,North Melbourne,Royal Park Hotel/Pub,114,144.9543149,-37.80378609,"(-37.80378609, 144.9543149)"
2011,345,103393,103393,7 Errol Street,North Melbourne,Rrose Cellar and Bar,60,144.9490127,-37.80479755,"(-37.80479755, 144.9490127)"
2011,345,103402,103402,33 Errol Street,North Melbourne,Townhall Hotel North Melbourne,80,144.9489068,-37.80414139,"(-37.80414139, 144.9489068)"
2011,1104,576024,576023,747-757 Bourke Street,Docklands,The Nixon Hotel Pty Ltd ,300,144.9479753,-37.81925128,"(-37.81925128, 144.9479753)"
2013,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Nero Bar,80,144.9558446,-37.81824465,"(-37.81824465, 144.9558446)"
2011,376,508976,110862,42 Courtney Street,North Melbourne,Metropolitan Hotel,100,144.9540178,-37.80139544,"(-37.80139544, 144.9540178)"
2011,347,110920,110920,161-163 Errol Street,North Melbourne,Limerick Castle Hotel & Restaurant,50,144.9496139,-37.80114341,"(-37.80114341, 144.9496139)"
2013,1110,593739,593739,99-127 Pearl River Road,Docklands,Medibank Icehouse,100,144.9356321,-37.81223232,"(-37.81223232, 144.9356321)"
2013,54,104653,104653,21-25 Hardware Lane,Melbourne (CBD),Campari House,326,144.9613142,-37.81409153,"(-37.81409153, 144.9613142)"
2013,67,105675,105675,113 Lonsdale Street,Melbourne (CBD),Seamstress,160,144.9690111,-37.81056538,"(-37.81056538, 144.9690111)"
2013,17,103926,103926,125-127 Flinders Lane,Melbourne (CBD),Gogo ,300,144.9703998,-37.81568875,"(-37.81568875, 144.9703998)"
2003,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2003,710,108617,108617,375-385 St Kilda Road,Melbourne (Remainder),Royce On St Kilda Road,120,144.9755139,-37.83506751,"(-37.83506751, 144.9755139)"
2013,78,108991,108991,267-271 Spring Street,Melbourne (CBD),Elm's Family Hotel,200,144.9714481,-37.8086111,"(-37.8086111, 144.9714481)"
2013,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Pugg Mahones Irish Bar,200,144.9606805,-37.81213605,"(-37.81213605, 144.9606805)"
2013,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Idarts Hive,100,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2003,78,108991,108991,267-271 Spring Street,Melbourne (CBD),Elm's Family Hotel,200,144.9714481,-37.8086111,"(-37.8086111, 144.9714481)"
2013,33,108067,108067,103-105 Queen Street,Melbourne (CBD),Chaise Lounge,140,144.9608476,-37.81614776,"(-37.81614776, 144.9608476)"
2011,361,109842,109842,240-248 Victoria Street,North Melbourne,Central Club Hotel,150,144.9581264,-37.80591439,"(-37.80591439, 144.9581264)"
2013,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Coopers Inn,400,144.9699756,-37.80941489,"(-37.80941489, 144.9699756)"
2013,35,102141,102141,280-292 Collins Street,Melbourne (CBD),The Charles Dickens Tavern,450,144.9645574,-37.81567229,"(-37.81567229, 144.9645574)"
2013,85,109302,109302,281-287 Swanston Street,Melbourne (CBD),Mui Karaoke,243,144.9643593,-37.81143223,"(-37.81143223, 144.9643593)"
2013,85,102596,102596,22 Drewery Place,Melbourne (CBD),Sister Bellas,80,144.9638158,-37.81135,"(-37.81135, 144.9638158)"
2013,14,103165,103165,1-5 Elizabeth Street,Melbourne (CBD),Dreams Gentlemen's Club,160,144.964608,-37.81805666,"(-37.81805666, 144.964608)"
2011,369,103507,103507,86-90 Errol Street,North Melbourne,Court House Hotel,50,144.9499557,-37.80287733,"(-37.80287733, 144.9499557)"
2013,33,108065,108065,93-95 Queen Street,Melbourne (CBD),Decca Bar,167,144.9609695,-37.81637876,"(-37.81637876, 144.9609695)"
2013,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,154,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2011,4,104034,104034,207-361 Flinders Street,Melbourne (CBD),Clocks At Flinders Street Station,300,144.9654659,-37.81866105,"(-37.81866105, 144.9654659)"
2003,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Pugg Mahones Irish Bar,200,144.9606805,-37.81213605,"(-37.81213605, 144.9606805)"
2003,84,105449,105449,293-299 La Trobe Street,Melbourne (CBD),Duke of Kent Hotel,160,144.9605086,-37.81081439,"(-37.81081439, 144.9605086)"
2011,710,108617,108617,375-385 St Kilda Road,Melbourne (Remainder),Royce Hotel,120,144.9755139,-37.83506751,"(-37.83506751, 144.9755139)"
2011,358,109829,109829,312-316 Victoria Street,North Melbourne,Victoria Hotel,130,144.9557051,-37.80563237,"(-37.80563237, 144.9557051)"
2011,1108,573414,573414,788-812 Bourke Street,Docklands,Watermark Bar,300,144.9451224,-37.81888389,"(-37.81888389, 144.9451224)"
2003,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),Tabaret At Melbourne Central,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2011,57,106433,106433,18-24 Market Lane,Melbourne (CBD),Ding Dong Lounge (Currently vacant due to fire damage),396,144.9694031,-37.81175137,"(-37.81175137, 144.9694031)"
2011,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar ,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2011,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),The Order of Melbourne,290,144.963217,-37.80904283,"(-37.80904283, 144.963217)"
2003,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Adelphi Hotel,80,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2011,362,103239,103239,547-549 Elizabeth Street,North Melbourne,Musicbox  - Karaoke Bar,150,144.9584784,-37.80538132,"(-37.80538132, 144.9584784)"
2003,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,50,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2003,48,108983,108983,103-137 Spring Street,Melbourne (CBD),Hard Rock Cafe,500,144.9729245,-37.81199351,"(-37.81199351, 144.9729245)"
2011,362,109843,109843,232-238 Victoria Street,North Melbourne,The Public Bar Hotel,180,144.9585875,-37.80593327,"(-37.80593327, 144.9585875)"
2003,270,104468,104468,156-292 Grattan Street,Parkville,University House,611,144.9612468,-37.79739836,"(-37.79739836, 144.9612468)"
2003,62,105384,105384,204-208 King Street,Melbourne (CBD),Great Western Hotel,383,144.9554836,-37.81521196,"(-37.81521196, 144.9554836)"
2003,115,103293,103293,502-504 Elizabeth Street,Melbourne (CBD),Stork Hotel,180,144.9603498,-37.80719768,"(-37.80719768, 144.9603498)"
2003,115,104103,104103,34-38 Franklin Street,Melbourne (CBD),Mac's Hotel,125,144.9616126,-37.80752292,"(-37.80752292, 144.9616126)"
2003,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Cheers Bar & Grill,350,144.9719903,-37.81074304,"(-37.81074304, 144.9719903)"
2003,58,101238,101238,2-8 Bourke Street,Melbourne (CBD),Imperial Hotel,350,144.972676,-37.8112003,"(-37.8112003, 144.972676)"
2003,859,109512,109512,146W-150W Toorak Road,South Yarra,United Kingdom Settlers Association,100,144.9843706,-37.83764623,"(-37.83764623, 144.9843706)"
2013,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2011,803,111175,110477,8 Whiteman Street,Southbank,Lagerfield Bar & Beer Garden,650,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2011,808,108052,108052,133 Queens Bridge Street,Southbank,Story,120,144.9605087,-37.8252468,"(-37.8252468, 144.9605087)"
2013,808,110385,110385,174-184 City Road,Southbank,Olla Messa,100,144.9618918,-37.82382188,"(-37.82382188, 144.9618918)"
2011,730,110401,110401,334-342 City Road,Southbank,Eve Bar Lounge,500,144.9573539,-37.82783816,"(-37.82783816, 144.9573539)"
2003,376,508976,110862,42 Courtney Street,North Melbourne,Metropolitan Hotel,120,144.9540178,-37.80139544,"(-37.80139544, 144.9540178)"
2003,361,109842,109842,240-248 Victoria Street,North Melbourne,Central Club Hotel,150,144.9581264,-37.80591439,"(-37.80591439, 144.9581264)"
2003,362,109843,109843,232-238 Victoria Street,North Melbourne,The Public Bar Hotel,180,144.9585875,-37.80593327,"(-37.80593327, 144.9585875)"
2012,114,109493,109493,143-151 Therry Street,Melbourne (CBD),The Mercant Cross Hotel,1081,144.9583711,-37.80792152,"(-37.80792152, 144.9583711)"
2012,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,300,144.967558,-37.80889245,"(-37.80889245, 144.967558)"
2012,104,104085,104085,167-175 Franklin Street,Melbourne (CBD),Roo Bar,200,144.9591538,-37.80895967,"(-37.80895967, 144.9591538)"
2013,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),M.O.O.,200,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
